itemID,userID,reviewerID,asin
0,0,A2TM9WEZ2CIXH2,B00006IATF
1,0,A2TM9WEZ2CIXH2,B0040ZFXLC
2,1,A3H7ADUP07D93H,B000GUO4L0
3,1,A3H7ADUP07D93H,B002K9XU0Q
4,1,A3H7ADUP07D93H,B00006B7UW
5,1,A3H7ADUP07D93H,B008CO4NGS
6,1,A3H7ADUP07D93H,B000XSPEPA
7,2,A36EW68H08UOCS,B001FM65II
8,2,A36EW68H08UOCS,B001AMHEU6
9,2,A36EW68H08UOCS,B001MUN7ES
10,2,A36EW68H08UOCS,B00BH9GNYU
11,2,A36EW68H08UOCS,B0036IUSB4
12,2,A36EW68H08UOCS,B00030CHOE
13,2,A36EW68H08UOCS,B009QYH32O
14,3,A2UVJIJ26VR8AY,B005K95U88
15,4,AL4SB31UAZLXL,B00290FKOU
16,4,AL4SB31UAZLXL,B00006IFKU
17,4,AL4SB31UAZLXL,B00D632TA2
6,4,AL4SB31UAZLXL,B000XSPEPA
18,4,AL4SB31UAZLXL,B0039N7ELS
19,4,AL4SB31UAZLXL,B000FH1J6C
20,5,A2YW6XOID7GV6G,B001EO6LKO
21,5,A2YW6XOID7GV6G,B000083E4X
22,5,A2YW6XOID7GV6G,B000O9R9HO
23,5,A2YW6XOID7GV6G,B0001EMA80
24,5,A2YW6XOID7GV6G,B000SDY14K
25,5,A2YW6XOID7GV6G,B000SBXIA0
26,5,A2YW6XOID7GV6G,B000YA1XVG
27,5,A2YW6XOID7GV6G,B0010JEJPC
6,6,A23PBLHUOR6GNN,B000XSPEPA
28,6,A23PBLHUOR6GNN,B002K9GOPE
29,6,A23PBLHUOR6GNN,B0027CTFBO
30,6,A23PBLHUOR6GNN,B001PV36V8
31,6,A23PBLHUOR6GNN,B0039N3QO2
32,7,A2LZKKQ8EP50MK,B00BEYXGNY
33,7,A2LZKKQ8EP50MK,B001CSMJKS
34,7,A2LZKKQ8EP50MK,B000VXO4L2
35,8,A1MIWY5P4X6M4,B007TRUWG4
36,8,A1MIWY5P4X6M4,B0010T3QT2
37,8,A1MIWY5P4X6M4,B002M8177I
38,8,A1MIWY5P4X6M4,B004A91TE8
19,8,A1MIWY5P4X6M4,B000FH1J6C
39,8,A1MIWY5P4X6M4,B0013CF4CS
40,8,A1MIWY5P4X6M4,B004NNEI94
41,8,A1MIWY5P4X6M4,B00H0FJM0W
42,8,A1MIWY5P4X6M4,B001B0GH9Q
43,8,A1MIWY5P4X6M4,B002K9M8RC
44,8,A1MIWY5P4X6M4,B0076O2A4C
45,8,A1MIWY5P4X6M4,B00004Z64U
46,8,A1MIWY5P4X6M4,B002HI9RKM
47,8,A1MIWY5P4X6M4,B0061ZPD00
48,8,A1MIWY5P4X6M4,B002K9IHJK
49,8,A1MIWY5P4X6M4,B0006OF5MI
50,8,A1MIWY5P4X6M4,B003H04A42
51,8,A1MIWY5P4X6M4,B002M835C8
52,8,A1MIWY5P4X6M4,B00CBAPEYE
53,8,A1MIWY5P4X6M4,B00G411O8G
54,9,A2JE8OS1NN9YDB,B0036D5XH8
55,9,A2JE8OS1NN9YDB,B005HFJFK4
56,9,A2JE8OS1NN9YDB,B0091UBCAW
57,9,A2JE8OS1NN9YDB,B000WU4H5C
58,9,A2JE8OS1NN9YDB,B005IVL0SC
59,9,A2JE8OS1NN9YDB,B00EU9V5EM
13,9,A2JE8OS1NN9YDB,B009QYH32O
60,9,A2JE8OS1NN9YDB,B003VQHSXW
61,10,AG6TX1ZJHLMO7,B00JCA4GQS
62,10,AG6TX1ZJHLMO7,B000093L22
63,10,AG6TX1ZJHLMO7,B002M7W098
64,10,AG6TX1ZJHLMO7,B00006IEBT
65,10,AG6TX1ZJHLMO7,B0039N3QFQ
66,10,AG6TX1ZJHLMO7,B00F5B7RHS
67,10,AG6TX1ZJHLMO7,B0035LXTYU
68,10,AG6TX1ZJHLMO7,B0092KZ85Q
69,10,AG6TX1ZJHLMO7,B000QX77WK
70,10,AG6TX1ZJHLMO7,B00JXLGF06
71,10,AG6TX1ZJHLMO7,B000X8U4KU
57,10,AG6TX1ZJHLMO7,B000WU4H5C
72,11,AQ5563NXF0CH4,B0035WTCU4
59,11,AQ5563NXF0CH4,B00EU9V5EM
73,11,AQ5563NXF0CH4,B00JCA4GW2
74,11,AQ5563NXF0CH4,B004ISGG7Q
75,11,AQ5563NXF0CH4,B0093HH8NS
76,11,AQ5563NXF0CH4,B00EU9V588
77,12,ADZIJQN6MNRAB,B003T3E2CW
78,12,ADZIJQN6MNRAB,B00006IBV7
79,12,ADZIJQN6MNRAB,B0085U9B7A
80,12,ADZIJQN6MNRAB,B00FZ909DE
81,12,ADZIJQN6MNRAB,B0013CJC1M
82,13,AKDKA28LFN20O,B0014WJYNW
83,13,AKDKA28LFN20O,B000J1HPK8
84,13,AKDKA28LFN20O,B001CD9RYY
85,13,AKDKA28LFN20O,B0012UEQ5C
18,14,A4NXA2IJNE10H,B0039N7ELS
86,14,A4NXA2IJNE10H,B00006IF2B
28,14,A4NXA2IJNE10H,B002K9GOPE
87,14,A4NXA2IJNE10H,B006OI2CFS
36,14,A4NXA2IJNE10H,B0010T3QT2
88,14,A4NXA2IJNE10H,B005J7Y6GS
89,14,A4NXA2IJNE10H,B002K9M7MS
90,14,A4NXA2IJNE10H,B00004Z5QP
63,14,A4NXA2IJNE10H,B002M7W098
91,14,A4NXA2IJNE10H,B004412E8W
92,14,A4NXA2IJNE10H,B002M7XXZ8
93,14,A4NXA2IJNE10H,B004I4E05U
94,15,A1YVO5V1SO18DZ,B005NJRMR2
95,15,A1YVO5V1SO18DZ,B0015DRRGQ
96,15,A1YVO5V1SO18DZ,B009NSJ8J4
97,15,A1YVO5V1SO18DZ,B0058M2YLS
98,15,A1YVO5V1SO18DZ,B005X9VZ70
99,15,A1YVO5V1SO18DZ,B00006IF6J
100,15,A1YVO5V1SO18DZ,B002JG0BZM
36,15,A1YVO5V1SO18DZ,B0010T3QT2
3,15,A1YVO5V1SO18DZ,B002K9XU0Q
101,15,A1YVO5V1SO18DZ,B00548SAP0
102,15,A1YVO5V1SO18DZ,B005GQKNL4
103,15,A1YVO5V1SO18DZ,B0095F5BBO
104,15,A1YVO5V1SO18DZ,B004H3XKRQ
105,15,A1YVO5V1SO18DZ,B008I213WQ
28,15,A1YVO5V1SO18DZ,B002K9GOPE
106,16,AY49JOXTLDOG2,B000A0HGPM
107,16,AY49JOXTLDOG2,B000093L25
108,16,AY49JOXTLDOG2,B004MOGVGW
109,16,AY49JOXTLDOG2,B0011EK90K
110,16,AY49JOXTLDOG2,B004ZDL1CO
111,16,AY49JOXTLDOG2,B001DPSUUI
46,16,AY49JOXTLDOG2,B002HI9RKM
112,17,A27ORENC9USL0G,B000J07BRQ
113,17,A27ORENC9USL0G,B000VA205C
114,17,A27ORENC9USL0G,B0067VHVNA
115,17,A27ORENC9USL0G,B005QAQFFS
116,17,A27ORENC9USL0G,B000MK4RAM
117,18,A3SLENWVD7CEQ9,B00FZ906KA
118,18,A3SLENWVD7CEQ9,B004UMNN2G
119,18,A3SLENWVD7CEQ9,B00D46117S
120,18,A3SLENWVD7CEQ9,B000TS9ITM
121,18,A3SLENWVD7CEQ9,B003O2RXL0
122,19,A3S3R88HA0HZG3,B0036D5XGO
123,19,A3S3R88HA0HZG3,B001CE3AQY
124,19,A3S3R88HA0HZG3,B003RL7RRS
125,19,A3S3R88HA0HZG3,B00CLV8ZIU
59,19,A3S3R88HA0HZG3,B00EU9V5EM
48,19,A3S3R88HA0HZG3,B002K9IHJK
126,19,A3S3R88HA0HZG3,B002JM1XOY
127,20,A2T5R4NOTKFBQV,B000J05FKQ
128,20,A2T5R4NOTKFBQV,B004XOK1SU
129,20,A2T5R4NOTKFBQV,B005GZ2174
130,20,A2T5R4NOTKFBQV,B004O49F7M
131,20,A2T5R4NOTKFBQV,B000J0E9PI
132,20,A2T5R4NOTKFBQV,B008DF54N2
91,20,A2T5R4NOTKFBQV,B004412E8W
30,20,A2T5R4NOTKFBQV,B001PV36V8
120,20,A2T5R4NOTKFBQV,B000TS9ITM
133,20,A2T5R4NOTKFBQV,B0085IQ28I
134,20,A2T5R4NOTKFBQV,B005GZ21GK
135,20,A2T5R4NOTKFBQV,B00BWU3HNY
136,20,A2T5R4NOTKFBQV,B003081QWA
137,20,A2T5R4NOTKFBQV,B0085IPZGS
138,20,A2T5R4NOTKFBQV,B00347A8GM
139,21,A18HOTPCF2137O,B002JE7FBW
140,21,A18HOTPCF2137O,B0016A6LAG
141,21,A18HOTPCF2137O,B00006IDSM
142,21,A18HOTPCF2137O,B00450DVDY
143,21,A18HOTPCF2137O,B0000AQNM4
144,22,A1PKXKC5V9M8Z1,B001PLLX0O
52,22,A1PKXKC5V9M8Z1,B00CBAPEYE
145,22,A1PKXKC5V9M8Z1,B004N4FE8W
146,23,A1CAQ78QKBIOVZ,B0002GU16A
147,23,A1CAQ78QKBIOVZ,B002GHBUTK
148,23,A1CAQ78QKBIOVZ,B000I0YYZO
149,23,A1CAQ78QKBIOVZ,B0000721Z3
150,24,A3VUSYA3W0FVV7,B003EAJ0GS
151,24,A3VUSYA3W0FVV7,B00009RAX4
84,24,A3VUSYA3W0FVV7,B001CD9RYY
152,24,A3VUSYA3W0FVV7,B000GOZYRO
153,24,A3VUSYA3W0FVV7,B00092RJX0
154,25,A23LLZEEJYT63V,B00AVWKUJS
155,25,A23LLZEEJYT63V,B007ORP1OW
156,26,A1KDQXZHQIG5QG,B00JXLGETI
